timestamp,mac_hash,rssi,gps_fix,lat,lon
2026-02-13 22:55:39,89701869d043c35c,-52,1,17.45615,78.41746
2026-02-13 22:55:44,2d862040e2fc122c,-94,1,17.45616,78.41746
2026-02-13 22:55:44,d62a75251ab6deb9,-92,1,17.45616,78.41746
2026-02-13 22:55:44,222a397623876ae4,-91,1,17.45616,78.41746
2026-02-13 22:55:44,85a22dc5aca4eea7,-98,1,17.45616,78.41746
2026-02-13 22:55:44,89701869d043c35c,-53,1,17.45616,78.41746
2026-02-13 22:55:49,d62a75251ab6deb9,-98,1,17.45616,78.41746
2026-02-13 22:55:49,222a397623876ae4,-96,1,17.45616,78.41746
2026-02-13 22:55:49,85a22dc5aca4eea7,-97,1,17.45616,78.41746
2026-02-13 22:55:49,89701869d043c35c,-53,1,17.45616,78.41746
2026-02-13 22:55:49,c5a59d055f02a72f,-89,1,17.45616,78.41746
2026-02-13 22:55:54,2d862040e2fc122c,-95,1,17.45617,78.41746
2026-02-13 22:55:54,ff68569ab1d17be7,-91,1,17.45617,78.41746
2026-02-13 22:55:54,d62a75251ab6deb9,-97,1,17.45617,78.41746
2026-02-13 22:55:54,222a397623876ae4,-94,1,17.45617,78.41746
2026-02-13 22:55:54,85a22dc5aca4eea7,-96,1,17.45617,78.41746
